citation,ref_year,ref_author,reference_id
"Johns, W.M., Straw, W.T., Bergantino, R.N., Dresser, H.W., Hendrix, T.E., McClernan, H.G., Palmquist, J.C., and Schmidt, C.J., 1982, Neotectonic features of southern Montana east of 112°30' west longitude: Montana Bureau of Mines and Geology Open-File Report 91, 79 p., 2 sheets.",1982,"Johns, W.M., Straw, W.T., Bergantino, R.N., Dresser, H.W., Hendrix, T.E., McClernan, H.G., Palmquist, J.C., and Schmidt, C.J.",10099
"Barbat, W.F., 1958, The Los Angeles Basin area, California, <i>in</i> Weeks, L.G., ed., Habitat of Oil: American Association of Petroleum Geologists, p. 62-77.",1958,"Barbat, W.F.",101
"Clark, M.M., Harms, K.H., Lienkaemper, J.J., Harwood, D.S., Lajoie, K.R., Matti, J.C., Perkins, J.A., Rymer, M.J., Sarna-Wojcicki, A.M., Sharp, R.V., Sims, J.D., Tinsley, J.C., III, and Ziony, J.I., 1984, Preliminary slip rate table and map of late Quaternary faults of California: U.S. Geological Survey Open-File Report 84-106, 12 p., 5 plates, scale 1:1,000,000.",1984,"Clark, M.M., Harms, K.H., Lienkaemper, J.J., Harwood, D.S., Lajoie, K.R., Matti, J.C., Perkins, J.A., Rymer, M.J., Sarna-Wojcicki, A.M., Sharp, R.V., Sims, J.D., Tinsley, J.C., III, and Ziony, J.I.",101
"Dolan, J.F., and Pratt, T.L., 1997, High-resolution seismic reflection profiling of the Santa Monica fault zone, west Los Angeles, California: Geophysical Research Letters, v. 24, no. 16, p. 2051-2054.",1997,"Dolan, J.F., and Pratt, T.L.",101
"Dolan, J.F., and Sieh, K., 1992, Tectonic geomorphology of the northern Los Angeles basin—Seismic hazards and kinematics of young fault movement, <i>in</i> Ehlig, P.L., and Steiner, E.A., eds., Engineering geology field trips, Orange County, Santa Monica Mountains, Malibu: Association of Engineering Geologists, Southern California Section, 35th Annual Meeting, Long Beach, California, October 2-9, 1992, p. B20-B26.",1992,"Dolan, J.F., and Sieh, K.",101
"Dolan, J.F., Sieh, K., and Rockwell, T.K., 2000, Late Quaternary activity and seismic potential of the Santa Monica fault system, Los Angeles, California: Geological Society of America Bulletin, v. 112, p. 1559-1581.",2000,"Dolan, J.F., Sieh, K., and Rockwell, T.K.",101
"Dolan, J.F., Sieh, K., Rockwell, T.K., Yeats, R.S., Shaw, J., Suppe, J., Huftile, G.J., and Gath, E.M., 1995, Prospects for larger or more frequent earthquakes in the Los Angeles metropolitan region: Science, v. 267, p. 199-205.",1995,"Dolan, J.F., Sieh, K., Rockwell, T.K., Yeats, R.S., Shaw, J., Suppe, J., Huftile, G.J., and Gath, E.M.",101
"Hill, R.L., 1979, Potrero Canyon fault and University High School escarpment, <i>in</i> Keaton, J.R., ed., Field guide to selected engineering geologic features, Santa Monica Mountains: Association of Engineering Geologists, Southern California Section, Annual Field Trip, May 19, 1979, p. 83-103.",1979,"Hill, R.L.",101
"Hill, R.T., 1928, Southern California geology and Los Angeles earthquakes: Los Angeles, Southern California Academy of Sciences, 232 p.",1928,"Hill, R.T.",101
"Hoots, H.W., 1931, Geology of the eastern part of the Santa Monica Mountains, Los Angeles County, California: U.S. Geological Survey Professional Paper 165-C, p. 83-134, scale 1:24,000.",1931,"Hoots, H.W.",101
"Hornafius, J.S., Luyendyk, B.P., Terres, R.R., and Kamerling, M.J., 1986, Timing and extent of Neogene tectonic rotation in the western Transverse Ranges, California: Geological Society of America Bulletin, v. 97, p. 1476-1487.",1986,"Hornafius, J.S., Luyendyk, B.P., Terres, R.R., and Kamerling, M.J.",101
"Jennings, C.W., 1994, Fault activity map of California and adjacent areas, with locations of recent volcanic eruptions: California Division of Mines and Geology Geologic Data Map 6, 92 p., 2 pls., scale 1:750,000.",1994,"Jennings, C.W.",101
"Junger, A., and Wagner, H.C., 1977, Geology of the Santa Monica and San Pedro basins, California Continental Borderland: U.S. Geological Survey Map MF-820, scale 1:250,000.",1977,"Junger, A., and Wagner, H.C.",101
"Lamar, D.L., 1961, Structural evolution of the northern margin of the Los Angeles Basin: Los Angeles, University of California, unpublished Ph.D. dissertation, 142 p.",1961,"Lamar, D.L.",101
"Lang, H.R., and Dreessen, R.S., 1975, Subsurface structure of the northwestern Los Angeles Basin: California Division of Oil and Gas, Technical Papers TP01, p. 15-21.",1975,"Lang, H.R., and Dreessen, R.S.",101
"Lawson, A.C., Gilbert, G.K., Reid, H.F., Branner, J.C., Leuschner, A.O., Davidson, G., Burckhalter, C., and Campbell, W.W., 1908, Atlas of maps and seismograms accompanying the report of the State Earthquake Investigation Commission upon the California earthquake of April 18, 1906: Carnegie Institution of Washington Publication 87.",1908,"Lawson, A.C., Gilbert, G.K., Reid, H.F., Branner, J.C., Leuschner, A.O., Davidson, G., Burckhalter, C., and Campbell, W.W.",101
"McGill, J.T., 1989, Geologic maps of the Pacific Palisades area, Los Angeles, California: U.S. Geological Survey, Miscellaneous Investigations Map I-1828, scale 1:4,800.",1989,"McGill, J.T.",101
"Petersen, M.D., Bryant, W.A., Cramer, C.H., Cao, T., Reichle, M.S., Frankel, A.D., Lienkaemper, J.J., McCrory, P.A., and Schwartz, D.P., 1996, Probabilistic seismic hazard assessment for the State of California: California Department of Conservation, Division of Mines and Geology Open-File Report 96-08 (also U.S. Geological Open-File Report 96-706), 33 p.",1996,"Petersen, M.D., Bryant, W.A., Cramer, C.H., Cao, T., Reichle, M.S., Frankel, A.D., Lienkaemper, J.J., McCrory, P.A., and Schwartz, D.P.",101
"Petersen, M.D., and Wesnousky, S.G., 1994, Review, fault slip rates and earthquake histories for active faults in southern California: Bulletin of the Seismological Society of America, v. 84, no. 5, p. 1608-1649.",1994,"Petersen, M.D., and Wesnousky, S.G.",101
"Pratt, T.L., Dolan, J.F., Odum, J.K., Stephenson, W.J., Williams, R.A., and Templeton, M.E., 1998, Multiscale seismic imaging of active fault zones for hazard assessment—A case study of the Santa Monica fault zone, Los Angeles, California: Geophysics, v. 63, p. 479-489.",1998,"Pratt, T.L., Dolan, J.F., Odum, J.K., Stephenson, W.J., Williams, R.A., and Templeton, M.E.",101
"Tsutsumi, H., Yeats, R.S., Hummon, C., Schneider, C.L., and Huftile, G.J., 1994, Subsurface analysis of the active trace of the Santa Monica fault and the northern extension of the Newport-Inglewood fault zone, Los Angeles Basin, California: Eos, Transactions of the American Geophysical Union, v. 75, no. 44, supplement, p. 622.",1994,"Tsutsumi, H., Yeats, R.S., Hummon, C., Schneider, C.L., and Huftile, G.J.",101
"Vedder, J.G., Greene, H.G., Clarke, S.H., and Kennedy, M.P., 1986, Geologic map of the mid‑southern California continental margin, Map No. 2A (Geology), in Greene, H.G., and Kennedy, M.P., eds., Geology of the mid-southern California continental margin: California Division of Mines and Geology California Continental Margin Geologic Map Series, Area 2 of 7, scale 1:250,000.",1986,"Vedder, J.G., Greene, H.G., Clarke, S.H., and Kennedy, M.P.",101
"Wright, T.L., 1991, Structural geology and tectonic evolution of the Los Angeles Basin, California, <i>in</i> Biddle, K.T., ed., Active margin basin: American Association of Petroleum Geologists Memoir 52, p. 35–134.",1991,"Wright, T.L.",101
"Yerkes, R.F., McCulloh, T.H., Schoellhamer, J.E., and Vedder, J.G., 1965, Geology of the Los Angeles Basin, California—An introduction: U.S. Geological Survey Professional Paper 420-A, 57 p.",1965,"Yerkes, R.F., McCulloh, T.H., Schoellhamer, J.E., and Vedder, J.G.",101
"Anderson, L.W., and O'Connell, D.R., 1993, Seismotectonic study of the northern portion of the lower Colorado River, Arizona, California, and Nevada: U.S. Bureau of Reclamation Seismotectonic Report 93-4, 122 p., 3 sheets.",1993,"Anderson, L.W., and O'Connell, D.R.",1010
"Menges, C.M., and Pearthree, P.A., 1983, Map of neotectonic (latest Pliocene-Quaternary) deformation in Arizona: Arizona Geological Survey Open-File Report 83-22, 48 p., scale 1:500,000.",1983,"Menges, C.M., and Pearthree, P.A.",1010
"Johns, W.M., Straw, W.T., Bergantino, R.N., Dresser, H.W., Hendrix, T.E., McClernan, H.G., Palmquist, J.C., and Schmidt, C.J., 1982, Neotectonic features of southern Montana east of 112°30' west longitude: Montana Bureau of Mines and Geology Open-File Report 91, 79 p., 2 sheets.",1982,"Johns, W.M., Straw, W.T., Bergantino, R.N., Dresser, H.W., Hendrix, T.E., McClernan, H.G., Palmquist, J.C., and Schmidt, C.J.",10100
"Kellogg, K.S., 1993, Geologic map of the Cherry Lake quadrangle, Madison County, Montana: U.S. Geological Survey Geologic quadrangle Map GQ-1725, 1 sheet, scale 1:24,000.",1993,"Kellogg, K.S.",10100
"Kellogg, K.S., 1993, Geologic map of the Ennis Lake quadrangle, Madison County, Montana: U.S. Geological Survey Geologic quadrangle Map GQ-1729, 1 sheet, scale 1:24,000.",1993,"Kellogg, K.S.",10100
"Brown, C.W., 1961, Cenozoic stratigraphy and structural geology, northeast Yellowstone National Park, Wyoming and Montana: Geological Society of America Bulletin, v. 72, p. 1173-1194.",1961,"Brown, C.W.",10101
"Fraser, G.D., Waldrop, H.A., and Hyden, H.J., 1969, Geology of the Gardiner area, Park County, Montana: U.S. Geological Survey Bulletin 1277, 118 p., 1 pl., scale 1:24,000.",1969,"Fraser, G.D., Waldrop, H.A., and Hyden, H.J.",10101
"Johns, W.M., Straw, W.T., Bergantino, R.N., Dresser, H.W., Hendrix, T.E., McClernan, H.G., Palmquist, J.C., and Schmidt, C.J., 1982, Neotectonic features of southern Montana east of 112°30' west longitude: Montana Bureau of Mines and Geology Open-File Report 91, 79 p., 2 sheets.",1982,"Johns, W.M., Straw, W.T., Bergantino, R.N., Dresser, H.W., Hendrix, T.E., McClernan, H.G., Palmquist, J.C., and Schmidt, C.J.",10101
"Pierce, K.L., Adams, K.D., and Sturchio, N.C., 1991, Geologic setting of the Corwin Springs Known Geothermal Resources Area-Mammoth Hot Springs Area in and adjacent to Yellowstone National Park, <i>in</i> Sorey, M.L., ed., Effects of potential geothermal development in the Corwin Springs Known Geothermal Resources Area, Montana, on the thermal features of Yellowstone National Park: U.S. Geological Survey Water-Resources Investigations Report 91-4052.",1991,"Pierce, K.L., Adams, K.D., and Sturchio, N.C.",10101
"Ruppel, E.T., 1972, Geology of pre-Tertiary rocks in the northern part of Yellowstone National Park, Wyoming: U.S. Geological Survey Professional Paper 729-A, 66 p., 1 pl., scale 1:62,500.",1972,"Ruppel, E.T.",10101
"Witkind, I.J., 1975, Preliminary map showing known and suspected active faults in western Montana: U.S. Geological Survey Open-File Report 75-285, 36 p. pamphlet, 1 sheet, scale 1:500,000.",1975,"Witkind, I.J.",10101
"Johns, W.M., Straw, W.T., Bergantino, R.N., Dresser, H.W., Hendrix, T.E., McClernan, H.G., Palmquist, J.C., and Schmidt, C.J., 1982, Neotectonic features of southern Montana east of 112°30' west longitude: Montana Bureau of Mines and Geology Open-File Report 91, 79 p., 2 sheets.",1982,"Johns, W.M., Straw, W.T., Bergantino, R.N., Dresser, H.W., Hendrix, T.E., McClernan, H.G., Palmquist, J.C., and Schmidt, C.J.",10102
"Johns, W.M., Straw, W.T., Bergantino, R.N., Dresser, H.W., Hendrix, T.E., McClernan, H.G., Palmquist, J.C., and Schmidt, C.J., 1982, Neotectonic features of southern Montana east of 112°30' west longitude: Montana Bureau of Mines and Geology Open-File Report 91, 79 p., 2 sheets.",1982,"Johns, W.M., Straw, W.T., Bergantino, R.N., Dresser, H.W., Hendrix, T.E., McClernan, H.G., Palmquist, J.C., and Schmidt, C.J.",10103
"Ruppel, E.T., 1972, Geology of pre-Tertiary rocks in the northern part of Yellowstone National Park, Wyoming: U.S. Geological Survey Professional Paper 729-A, 66 p., 1 pl., scale 1:62,500.",1972,"Ruppel, E.T.",10103
"Witkind, I.J., 1975, Preliminary map showing known and suspected active faults in western Montana: U.S. Geological Survey Open-File Report 75-285, 36 p. pamphlet, 1 sheet, scale 1:500,000.",1975,"Witkind, I.J.",10103
"Johns, W.M., Straw, W.T., Bergantino, R.N., Dresser, H.W., Hendrix, T.E., McClernan, H.G., Palmquist, J.C., and Schmidt, C.J., 1982, Neotectonic features of southern Montana east of 112°30' west longitude: Montana Bureau of Mines and Geology Open-File Report 91, 79 p., 2 sheets.",1982,"Johns, W.M., Straw, W.T., Bergantino, R.N., Dresser, H.W., Hendrix, T.E., McClernan, H.G., Palmquist, J.C., and Schmidt, C.J.",10104
"Shelden, A.W., 1960, Cenozoic faults and related geomorphic features in the Madison Valley, Montana, <i>in</i> Campau, D.E., and Anisgard, H.W., eds., West Yellowstone—Earthquake area: Billings Geological Society, 11th Annual Field Conference, September 7-10, 1960, p. 178-184.",1960,"Shelden, A.W.",10104
"Stickney, M.C., and Bartholomew, M.J., 1987, Seismicity and late Quaternary faulting of the northern Basin and Range province, Montana and Idaho: Bulletin of the Seismological Society of America, v. 77, p. 1602-1625.",1987,"Stickney, M.C., and Bartholomew, M.J.",10104
"Stickney, M.C., and Bartholomew, M.J., 1987, Preliminary map of late Quaternary faults in western Montana: Montana Bureau of Mines and Geology Open-File Report 186, 1 pl., scale 1:500,000.",1987,"Stickney, M.C., and Bartholomew, M.J.",10104
"Johns, W.M., Straw, W.T., Bergantino, R.N., Dresser, H.W., Hendrix, T.E., McClernan, H.G., Palmquist, J.C., and Schmidt, C.J., 1982, Neotectonic features of southern Montana east of 112°30' west longitude: Montana Bureau of Mines and Geology Open-File Report 91, 79 p., 2 sheets.",1982,"Johns, W.M., Straw, W.T., Bergantino, R.N., Dresser, H.W., Hendrix, T.E., McClernan, H.G., Palmquist, J.C., and Schmidt, C.J.",10105
"Bearzi, J.P., 1987, Soil development, morphometry, and scarp morphology of fluvial terraces at Jack Creek, southwestern Montana: Bozeman, Montana State University, unpublished M.S. thesis, 131 p.",1987,"Bearzi, J.P.",10106
"Carl, J.D., 1970, Block faulting and development of drainage, northern Madison Mountains, Montana: Geological Society of America Bulletin, v. 81, p. 2287-2298.",1970,"Carl, J.D.",10106
"Garihan, J.M., Schmidt, C.J., Young, S.W., and Williams, M.A., 1983, Geology and recurrent movement history of the Bismark-Spanish Peaks-Gardiner fault system, southwest Montana, <i>in</i> Lowell, J.D., ed., Rocky Mountain foreland basins and uplifts: Denver, Colorado, Rocky Mountain Association of Geologists, p. 295-314.",1983,"Garihan, J.M., Schmidt, C.J., Young, S.W., and Williams, M.A.",10106
"Johns, W.M., Straw, W.T., Bergantino, R.N., Dresser, H.W., Hendrix, T.E., McClernan, H.G., Palmquist, J.C., and Schmidt, C.J., 1982, Neotectonic features of southern Montana east of 112°30' west longitude: Montana Bureau of Mines and Geology Open-File Report 91, 79 p., 2 sheets.",1982,"Johns, W.M., Straw, W.T., Bergantino, R.N., Dresser, H.W., Hendrix, T.E., McClernan, H.G., Palmquist, J.C., and Schmidt, C.J.",10106
"Kellogg, K.S., 1993, Geologic map of the Ennis Lake quadrangle, Madison County, Montana: U.S. Geological Survey Geologic quadrangle Map GQ-1729, 1 sheet, scale 1:24,000.",1993,"Kellogg, K.S.",10106
"Locke, W.W., and Schneider, N.P., 1990, General geology and geomorphology of the Madison Range and Valley, southwest Montana, <i>in</i> Hall, R.D., ed., Quaternary geology of the western Madison Range, Madison Valley, Tobacco Root range, and Jefferson valley: Rocky Mountain Cell, Friends of the Pleistocene, August 15-19, 1990, Guidebook, p. 1-23.",1990,"Locke, W.W., and Schneider, N.P.",10106
"Montagne, J., 1960, Geomorphic problems in the Madison Valley, Madison County, Montana—An introduction and synthesis, <i>in</i> Campau, D.E., and Anisgard, H.W., eds., West Yellowstone—Earthquake area: Billings Geological Society, 11th Annual Field Conference, September 7-10, 1960, Guidebook, p. 165-169.",1960,"Montagne, J.",10106
"Schneider, N.P., 1985, Morphology of the Madison Range fault scarp, southwest Montana—Implications for fault history and segmentation: Oxford, Ohio, Miami University, unpublished M.S. thesis, 131 p.",1985,"Schneider, N.P.",10106
"Schneider, N.P., 1990, Terrace geomorphology of the central Madison Valley, <i>in</i> Hall, R.D., ed., Quaternary geology of the western Madison Range, Madison Valley, Tobacco Root range, and Jefferson valley: Rocky Mountain Cell, Friends of the Pleistocene, August 15-19, 1990, Guidebook, p. 24-57.",1990,"Schneider, N.P.",10106
"Weinheimer, G.J., 1979, The geology and geothermal potential of the upper Madison Valley between Wolf Creek and the Missouri Flats, Madison County, Montana: Bozeman, Montana State University, unpublished M.S. thesis, 108 p., 1 pl.",1979,"Weinheimer, G.J.",10106
"Johns, W.M., 1970, Geology and mineral deposits of Lincoln and Flathead Counties, Montana: Montana Bureau of Mines and Geology Bulletin 79, 182 p., 3 pls., scale approx. 1:125,000.",1970,"Johns, W.M.",10107
"U.S. Army Corps of Engineers, 1978, Libby additional units and reregulating dam—Design memorandum 7: U.S. Army Corps of Engineers, Seattle District, v. 3.",1978,U.S. Army Corps of Engineers,10107
"Johns, W.M., Straw, W.T., Bergantino, R.N., Dresser, H.W., Hendrix, T.E., McClernan, H.G., Palmquist, J.C., and Schmidt, C.J., 1982, Neotectonic features of southern Montana east of 112°30' west longitude: Montana Bureau of Mines and Geology Open-File Report 91, 79 p., 2 sheets.",1982,"Johns, W.M., Straw, W.T., Bergantino, R.N., Dresser, H.W., Hendrix, T.E., McClernan, H.G., Palmquist, J.C., and Schmidt, C.J.",10108
"Pardee, J.T., 1950, Late Cenozoic block faulting in western Montana: Geological Society of America Bulletin, v. 61, p. 359-406.",1950,"Pardee, J.T.",10108
"Johns, W.M., Straw, W.T., Bergantino, R.N., Dresser, H.W., Hendrix, T.E., McClernan, H.G., Palmquist, J.C., and Schmidt, C.J., 1982, Neotectonic features of southern Montana east of 112°30' west longitude: Montana Bureau of Mines and Geology Open-File Report 91, 79 p., 2 sheets.",1982,"Johns, W.M., Straw, W.T., Bergantino, R.N., Dresser, H.W., Hendrix, T.E., McClernan, H.G., Palmquist, J.C., and Schmidt, C.J.",10109
